[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: Successfully loaded OpenSpiel environments: 41.
[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: OpenSpiel games skipped: 0.
Loading 42 agents: avikdas567_heuristic, biohack44_day2, daniilkrasnovvv_conservative_prob, jek1wantaufik_lucario, kiyotah_abomasnow, kiyotah_dragapult, kiyotah_iono, kojimar_lucario, makimakiai_rl, makthanithin_1084_baseline, makthanithin_improved_prob, mechi22_alakazam, pixiux_lucario_v63, plamen06_steel, pllinas_alakazam, prvsiyan_control_v11, prvsiyan_grimbelief_alakazam, romanrozen_strong_start, ryotasueyoshi_alakazam, tb_abomasnow, tb_alakazam, tb_archaludon, tb_dragapult, tb_heuristic, tb_iono, tb_lucario, tb_rulecore, tb_search, tb_starmie, wmh_alakazam, wmh_bellibolt, wmh_chandelure, wmh_froslass, wmh_garchomp, wmh_grimmsnarl, wmh_kangaskhan, wmh_megastarmie, wmh_mewtwo, wmh_ogerpon, wmh_trevenant, wmh_typhlosion, random_legal
[1/903] avikdas567_heuristic vs avikdas567_heuristic: avikdas567_heuristic 1-1  (2 games, 0.4s, 0.18s/game)
  tb_abomasnow vs tb_search: 5/6 =  83.3% [43.6,97.0]  (0.7s, 0.12s/game)
  tb_abomasnow vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.6s, 0.11s/game)
  tb_abomasnow vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (0.8s, 0.14s/game)
  tb_abomasnow vs wmh_bellibolt: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.23s/game)
  tb_abomasnow vs wmh_chandelure: 3/6 =  50.0% [18.8,81.2]  (0.9s, 0.15s/game)
  tb_abomasnow vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (0.6s, 0.09s/game)
  tb_abomasnow vs wmh_garchomp: 3/6 =  50.0% [18.8,81.2]  (1.1s, 0.18s/game)
  tb_abomasnow vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  tb_abomasnow vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.13s/game)
  tb_abomasnow vs wmh_megastarmie: 4/6 =  66.7% [30.0,90.3]  (0.6s, 0.09s/game)
  tb_abomasnow vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (0.8s, 0.13s/game)
  tb_abomasnow vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (1.5s, 0.25s/game)
  tb_abomasnow vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.0s, 0.16s/game)
  tb_abomasnow vs wmh_typhlosion: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.24s/game)
  tb_alakazam vs tb_archaludon: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.25s/game)
  tb_alakazam vs tb_dragapult: 4/6 =  66.7% [30.0,90.3]  (1.9s, 0.31s/game)
  tb_alakazam vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  tb_alakazam vs tb_iono: 2/6 =  33.3% [ 9.7,70.0]  (2.4s, 0.40s/game)
  tb_alakazam vs tb_lucario: 3/6 =  50.0% [18.8,81.2]  (1.0s, 0.17s/game)
  tb_alakazam vs tb_rulecore: 3/6 =  50.0% [18.8,81.2]  (1.3s, 0.22s/game)
  tb_alakazam vs tb_search: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  tb_alakazam vs tb_starmie: 5/6 =  83.3% [43.6,97.0]  (1.3s, 0.22s/game)
  tb_alakazam vs wmh_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (1.7s, 0.28s/game)
  tb_alakazam vs wmh_bellibolt: 4/6 =  66.7% [30.0,90.3]  (1.5s, 0.24s/game)
  tb_alakazam vs wmh_chandelure: 2/6 =  33.3% [ 9.7,70.0]  (1.3s, 0.22s/game)
  tb_alakazam vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (1.1s, 0.18s/game)
  tb_alakazam vs wmh_garchomp: 2/6 =  33.3% [ 9.7,70.0]  (2.0s, 0.33s/game)
  tb_alakazam vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.28s/game)
  tb_alakazam vs wmh_kangaskhan: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.28s/game)
  tb_alakazam vs wmh_megastarmie: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.24s/game)
  tb_alakazam vs wmh_mewtwo: 1/6 =  16.7% [ 3.0,56.4]  (1.9s, 0.32s/game)
  tb_alakazam vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.5s, 0.25s/game)
  tb_alakazam vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.5s, 0.25s/game)
  tb_alakazam vs wmh_typhlosion: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.30s/game)
  tb_archaludon vs tb_dragapult: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.25s/game)
  tb_archaludon vs tb_heuristic: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  tb_archaludon vs tb_iono: 2/6 =  33.3% [ 9.7,70.0]  (3.1s, 0.51s/game)
  tb_archaludon vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.28s/game)
  tb_archaludon vs tb_rulecore: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.28s/game)
  tb_archaludon vs tb_search: 6/6 = 100.0% [61.0,100.0]  (2.1s, 0.35s/game)
  tb_archaludon vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (1.0s, 0.17s/game)
  tb_archaludon vs wmh_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.2s, 0.20s/game)
  tb_archaludon vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  tb_archaludon vs wmh_chandelure: 3/6 =  50.0% [18.8,81.2]  (1.8s, 0.30s/game)
  tb_archaludon vs wmh_froslass: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.21s/game)
  tb_archaludon vs wmh_garchomp: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.23s/game)
  tb_archaludon vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  tb_archaludon vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  tb_archaludon vs wmh_megastarmie: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  tb_archaludon vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (1.5s, 0.25s/game)
  tb_archaludon vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.9s, 0.32s/game)
  tb_archaludon vs wmh_trevenant: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.28s/game)
  tb_archaludon vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (2.3s, 0.39s/game)
  tb_dragapult vs tb_heuristic: 6/6 = 100.0% [61.0,100.0]  (1.9s, 0.31s/game)
  tb_dragapult vs tb_iono: 6/6 = 100.0% [61.0,100.0]  (3.5s, 0.59s/game)
  tb_dragapult vs tb_lucario: 3/6 =  50.0% [18.8,81.2]  (2.4s, 0.40s/game)
  tb_dragapult vs tb_rulecore: 6/6 = 100.0% [61.0,100.0]  (2.3s, 0.38s/game)
  tb_dragapult vs tb_search: 3/6 =  50.0% [18.8,81.2]  (2.0s, 0.33s/game)
  tb_dragapult vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (1.3s, 0.21s/game)
  tb_dragapult vs wmh_alakazam: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.26s/game)
  tb_dragapult vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (2.1s, 0.36s/game)
  tb_dragapult vs wmh_chandelure: 5/6 =  83.3% [43.6,97.0]  (1.5s, 0.25s/game)
  tb_dragapult vs wmh_froslass: 5/6 =  83.3% [43.6,97.0]  (1.3s, 0.22s/game)
  tb_dragapult vs wmh_garchomp: 3/6 =  50.0% [18.8,81.2]  (2.0s, 0.34s/game)
  tb_dragapult vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (2.5s, 0.42s/game)
  tb_dragapult vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.26s/game)
  tb_dragapult vs wmh_megastarmie: 2/6 =  33.3% [ 9.7,70.0]  (1.1s, 0.18s/game)
  tb_dragapult vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (3.1s, 0.52s/game)
  tb_dragapult vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (2.4s, 0.40s/game)
  tb_dragapult vs wmh_trevenant: 6/6 = 100.0% [61.0,100.0]  (3.0s, 0.50s/game)
  tb_dragapult vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  tb_heuristic vs tb_iono: 0/6 =   0.0% [ 0.0,39.0]  (3.1s, 0.52s/game)
  tb_heuristic vs tb_lucario: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.27s/game)
  tb_heuristic vs tb_rulecore: 0/6 =   0.0% [ 0.0,39.0]  (1.8s, 0.29s/game)
  tb_heuristic vs tb_search: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.28s/game)
  tb_heuristic vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (2.1s, 0.35s/game)
  tb_heuristic vs wmh_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (2.5s, 0.42s/game)
  tb_heuristic vs wmh_bellibolt: 0/6 =   0.0% [ 0.0,39.0]  (2.2s, 0.37s/game)
  tb_heuristic vs wmh_chandelure: 2/6 =  33.3% [ 9.7,70.0]  (2.0s, 0.34s/game)
  tb_heuristic vs wmh_froslass: 0/6 =   0.0% [ 0.0,39.0]  (1.1s, 0.19s/game)
  tb_heuristic vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (1.6s, 0.27s/game)
  tb_heuristic vs wmh_grimmsnarl: 2/6 =  33.3% [ 9.7,70.0]  (2.2s, 0.37s/game)
  tb_heuristic vs wmh_kangaskhan: 3/6 =  50.0% [18.8,81.2]  (1.5s, 0.25s/game)
  tb_heuristic vs wmh_megastarmie: 0/6 =   0.0% [ 0.0,39.0]  (1.3s, 0.21s/game)
  tb_heuristic vs wmh_mewtwo: 2/6 =  33.3% [ 9.7,70.0]  (1.9s, 0.32s/game)
  tb_heuristic vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (2.6s, 0.43s/game)
  tb_heuristic vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.7s, 0.29s/game)
  tb_heuristic vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (1.7s, 0.28s/game)
  tb_iono vs tb_lucario: 4/6 =  66.7% [30.0,90.3]  (3.0s, 0.50s/game)
  tb_iono vs tb_rulecore: 2/6 =  33.3% [ 9.7,70.0]  (2.3s, 0.38s/game)
  tb_iono vs tb_search: 5/6 =  83.3% [43.6,97.0]  (2.7s, 0.45s/game)
  tb_iono vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  tb_iono vs wmh_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (3.2s, 0.53s/game)
  tb_iono vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (2.3s, 0.39s/game)
  tb_iono vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.34s/game)
  tb_iono vs wmh_froslass: 6/6 = 100.0% [61.0,100.0]  (1.9s, 0.32s/game)
  tb_iono vs wmh_garchomp: 2/6 =  33.3% [ 9.7,70.0]  (4.8s, 0.79s/game)
  tb_iono vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (3.7s, 0.62s/game)
  tb_iono vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (3.1s, 0.51s/game)
  tb_iono vs wmh_megastarmie: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  tb_iono vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (2.7s, 0.46s/game)
  tb_iono vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (3.2s, 0.53s/game)
  tb_iono vs wmh_trevenant: 6/6 = 100.0% [61.0,100.0]  (3.6s, 0.59s/game)
  tb_iono vs wmh_typhlosion: 3/6 =  50.0% [18.8,81.2]  (3.9s, 0.66s/game)
  tb_lucario vs tb_rulecore: 4/6 =  66.7% [30.0,90.3]  (1.4s, 0.24s/game)
  tb_lucario vs tb_search: 3/6 =  50.0% [18.8,81.2]  (1.6s, 0.27s/game)
  tb_lucario vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.15s/game)
  tb_lucario vs wmh_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (1.8s, 0.31s/game)
  tb_lucario vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (2.0s, 0.34s/game)
  tb_lucario vs wmh_chandelure: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.29s/game)
  tb_lucario vs wmh_froslass: 1/6 =  16.7% [ 3.0,56.4]  (1.0s, 0.17s/game)
  tb_lucario vs wmh_garchomp: 1/6 =  16.7% [ 3.0,56.4]  (1.8s, 0.30s/game)
  tb_lucario vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (2.1s, 0.34s/game)
  tb_lucario vs wmh_kangaskhan: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.19s/game)
  tb_lucario vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (0.8s, 0.13s/game)
  tb_lucario vs wmh_mewtwo: 2/6 =  33.3% [ 9.7,70.0]  (1.7s, 0.28s/game)
  tb_lucario vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (1.9s, 0.32s/game)
  tb_lucario vs wmh_trevenant: 1/6 =  16.7% [ 3.0,56.4]  (1.4s, 0.24s/game)
  tb_lucario vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.27s/game)
  tb_rulecore vs tb_search: 5/6 =  83.3% [43.6,97.0]  (2.8s, 0.46s/game)
  tb_rulecore vs tb_starmie: 6/6 = 100.0% [61.0,100.0]  (1.7s, 0.28s/game)
  tb_rulecore vs wmh_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (2.1s, 0.35s/game)
  tb_rulecore vs wmh_bellibolt: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  tb_rulecore vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.19s/game)
  tb_rulecore vs wmh_froslass: 1/6 =  16.7% [ 3.0,56.4]  (1.3s, 0.22s/game)
  tb_rulecore vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (1.9s, 0.32s/game)
  tb_rulecore vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.26s/game)
  tb_rulecore vs wmh_kangaskhan: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.30s/game)
  tb_rulecore vs wmh_megastarmie: 2/6 =  33.3% [ 9.7,70.0]  (1.1s, 0.18s/game)
  tb_rulecore vs wmh_mewtwo: 4/6 =  66.7% [30.0,90.3]  (1.7s, 0.29s/game)
  tb_rulecore vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  tb_rulecore vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (1.9s, 0.32s/game)
  tb_rulecore vs wmh_typhlosion: 2/6 =  33.3% [ 9.7,70.0]  (2.0s, 0.33s/game)
  tb_search vs tb_starmie: 5/6 =  83.3% [43.6,97.0]  (1.2s, 0.20s/game)
  tb_search vs wmh_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (1.3s, 0.21s/game)
  tb_search vs wmh_bellibolt: 5/6 =  83.3% [43.6,97.0]  (2.3s, 0.39s/game)
  tb_search vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  tb_search vs wmh_froslass: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.23s/game)
  tb_search vs wmh_garchomp: 1/6 =  16.7% [ 3.0,56.4]  (1.5s, 0.25s/game)
  tb_search vs wmh_grimmsnarl: 3/6 =  50.0% [18.8,81.2]  (2.1s, 0.35s/game)
  tb_search vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  tb_search vs wmh_megastarmie: 1/6 =  16.7% [ 3.0,56.4]  (1.3s, 0.21s/game)
  tb_search vs wmh_mewtwo: 3/6 =  50.0% [18.8,81.2]  (1.9s, 0.31s/game)
  tb_search vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (1.9s, 0.32s/game)
  tb_search vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (2.3s, 0.38s/game)
  tb_search vs wmh_typhlosion: 3/6 =  50.0% [18.8,81.2]  (2.4s, 0.39s/game)
  tb_starmie vs wmh_alakazam: 2/6 =  33.3% [ 9.7,70.0]  (1.1s, 0.18s/game)
  tb_starmie vs wmh_bellibolt: 0/6 =   0.0% [ 0.0,39.0]  (1.2s, 0.21s/game)
  tb_starmie vs wmh_chandelure: 0/6 =   0.0% [ 0.0,39.0]  (2.5s, 0.41s/game)
  tb_starmie vs wmh_froslass: 0/6 =   0.0% [ 0.0,39.0]  (0.9s, 0.15s/game)
  tb_starmie vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (1.8s, 0.30s/game)
  tb_starmie vs wmh_grimmsnarl: 1/6 =  16.7% [ 3.0,56.4]  (2.0s, 0.34s/game)
  tb_starmie vs wmh_kangaskhan: 4/6 =  66.7% [30.0,90.3]  (1.9s, 0.31s/game)
  tb_starmie vs wmh_megastarmie: 0/6 =   0.0% [ 0.0,39.0]  (0.7s, 0.11s/game)
  tb_starmie vs wmh_mewtwo: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.24s/game)
  tb_starmie vs wmh_ogerpon: 2/6 =  33.3% [ 9.7,70.0]  (2.1s, 0.35s/game)
  tb_starmie vs wmh_trevenant: 1/6 =  16.7% [ 3.0,56.4]  (1.3s, 0.21s/game)
  tb_starmie vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (1.9s, 0.31s/game)
  wmh_alakazam vs wmh_bellibolt: 5/6 =  83.3% [43.6,97.0]  (1.4s, 0.24s/game)
  wmh_alakazam vs wmh_chandelure: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.19s/game)
  wmh_alakazam vs wmh_froslass: 3/6 =  50.0% [18.8,81.2]  (0.9s, 0.14s/game)
  wmh_alakazam vs wmh_garchomp: 3/6 =  50.0% [18.8,81.2]  (1.4s, 0.23s/game)
  wmh_alakazam vs wmh_grimmsnarl: 4/6 =  66.7% [30.0,90.3]  (1.6s, 0.27s/game)
  wmh_alakazam vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.2s, 0.20s/game)
  wmh_alakazam vs wmh_megastarmie: 2/6 =  33.3% [ 9.7,70.0]  (0.9s, 0.15s/game)
  wmh_alakazam vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (2.1s, 0.35s/game)
  wmh_alakazam vs wmh_ogerpon: 4/6 =  66.7% [30.0,90.3]  (1.3s, 0.21s/game)
  wmh_alakazam vs wmh_trevenant: 5/6 =  83.3% [43.6,97.0]  (2.2s, 0.37s/game)
  wmh_alakazam vs wmh_typhlosion: 5/6 =  83.3% [43.6,97.0]  (1.8s, 0.29s/game)
  wmh_bellibolt vs wmh_chandelure: 4/6 =  66.7% [30.0,90.3]  (1.9s, 0.31s/game)
  wmh_bellibolt vs wmh_froslass: 2/6 =  33.3% [ 9.7,70.0]  (0.7s, 0.12s/game)
  wmh_bellibolt vs wmh_garchomp: 0/6 =   0.0% [ 0.0,39.0]  (1.6s, 0.27s/game)
  wmh_bellibolt vs wmh_grimmsnarl: 0/6 =   0.0% [ 0.0,39.0]  (1.9s, 0.32s/game)
  wmh_bellibolt vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.6s, 0.27s/game)
  wmh_bellibolt vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (0.7s, 0.12s/game)
  wmh_bellibolt vs wmh_mewtwo: 3/6 =  50.0% [18.8,81.2]  (1.6s, 0.26s/game)
  wmh_bellibolt vs wmh_ogerpon: 4/6 =  66.7% [30.0,90.3]  (2.6s, 0.44s/game)
  wmh_bellibolt vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (1.5s, 0.24s/game)
  wmh_bellibolt vs wmh_typhlosion: 2/6 =  33.3% [ 9.7,70.0]  (1.4s, 0.23s/game)
  wmh_chandelure vs wmh_froslass: 0/6 =   0.0% [ 0.0,39.0]  (0.7s, 0.12s/game)
  wmh_chandelure vs wmh_garchomp: 4/6 =  66.7% [30.0,90.3]  (1.9s, 0.31s/game)
  wmh_chandelure vs wmh_grimmsnarl: 1/6 =  16.7% [ 3.0,56.4]  (1.6s, 0.26s/game)
  wmh_chandelure vs wmh_kangaskhan: 2/6 =  33.3% [ 9.7,70.0]  (1.5s, 0.25s/game)
  wmh_chandelure vs wmh_megastarmie: 0/6 =   0.0% [ 0.0,39.0]  (1.4s, 0.24s/game)
  wmh_chandelure vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  wmh_chandelure vs wmh_ogerpon: 4/6 =  66.7% [30.0,90.3]  (3.0s, 0.51s/game)
  wmh_chandelure vs wmh_trevenant: 3/6 =  50.0% [18.8,81.2]  (2.0s, 0.33s/game)
  wmh_chandelure vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (1.9s, 0.31s/game)
  wmh_froslass vs wmh_garchomp: 3/6 =  50.0% [18.8,81.2]  (1.3s, 0.21s/game)
  wmh_froslass vs wmh_grimmsnarl: 5/6 =  83.3% [43.6,97.0]  (1.9s, 0.31s/game)
  wmh_froslass vs wmh_kangaskhan: 5/6 =  83.3% [43.6,97.0]  (1.6s, 0.27s/game)
  wmh_froslass vs wmh_megastarmie: 3/6 =  50.0% [18.8,81.2]  (0.5s, 0.09s/game)
  wmh_froslass vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  wmh_froslass vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.9s, 0.32s/game)
  wmh_froslass vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (0.9s, 0.16s/game)
  wmh_froslass vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.18s/game)
  wmh_garchomp vs wmh_grimmsnarl: 6/6 = 100.0% [61.0,100.0]  (2.1s, 0.35s/game)
  wmh_garchomp vs wmh_kangaskhan: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.24s/game)
  wmh_garchomp vs wmh_megastarmie: 4/6 =  66.7% [30.0,90.3]  (1.2s, 0.20s/game)
  wmh_garchomp vs wmh_mewtwo: 5/6 =  83.3% [43.6,97.0]  (2.4s, 0.40s/game)
  wmh_garchomp vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (2.5s, 0.42s/game)
  wmh_garchomp vs wmh_trevenant: 3/6 =  50.0% [18.8,81.2]  (2.1s, 0.34s/game)
  wmh_garchomp vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (2.1s, 0.34s/game)
  wmh_grimmsnarl vs wmh_kangaskhan: 3/6 =  50.0% [18.8,81.2]  (2.2s, 0.37s/game)
  wmh_grimmsnarl vs wmh_megastarmie: 1/6 =  16.7% [ 3.0,56.4]  (1.1s, 0.18s/game)
  wmh_grimmsnarl vs wmh_mewtwo: 2/6 =  33.3% [ 9.7,70.0]  (2.0s, 0.33s/game)
  wmh_grimmsnarl vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (2.4s, 0.40s/game)
  wmh_grimmsnarl vs wmh_trevenant: 2/6 =  33.3% [ 9.7,70.0]  (1.2s, 0.20s/game)
  wmh_grimmsnarl vs wmh_typhlosion: 3/6 =  50.0% [18.8,81.2]  (2.5s, 0.42s/game)
  wmh_kangaskhan vs wmh_megastarmie: 1/6 =  16.7% [ 3.0,56.4]  (1.3s, 0.22s/game)
  wmh_kangaskhan vs wmh_mewtwo: 1/6 =  16.7% [ 3.0,56.4]  (1.9s, 0.32s/game)
  wmh_kangaskhan vs wmh_ogerpon: 2/6 =  33.3% [ 9.7,70.0]  (2.9s, 0.48s/game)
  wmh_kangaskhan vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (1.8s, 0.31s/game)
  wmh_kangaskhan vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (1.7s, 0.28s/game)
  wmh_megastarmie vs wmh_mewtwo: 6/6 = 100.0% [61.0,100.0]  (0.9s, 0.14s/game)
  wmh_megastarmie vs wmh_ogerpon: 6/6 = 100.0% [61.0,100.0]  (1.4s, 0.23s/game)
  wmh_megastarmie vs wmh_trevenant: 4/6 =  66.7% [30.0,90.3]  (0.9s, 0.15s/game)
  wmh_megastarmie vs wmh_typhlosion: 6/6 = 100.0% [61.0,100.0]  (1.1s, 0.18s/game)
  wmh_mewtwo vs wmh_ogerpon: 5/6 =  83.3% [43.6,97.0]  (1.7s, 0.29s/game)
  wmh_mewtwo vs wmh_trevenant: 4/6 =  66.7% [30.0,90.3]  (2.0s, 0.33s/game)
  wmh_mewtwo vs wmh_typhlosion: 4/6 =  66.7% [30.0,90.3]  (2.1s, 0.35s/game)
  wmh_ogerpon vs wmh_trevenant: 0/6 =   0.0% [ 0.0,39.0]  (2.2s, 0.37s/game)
  wmh_ogerpon vs wmh_typhlosion: 1/6 =  16.7% [ 3.0,56.4]  (2.0s, 0.34s/game)
  wmh_trevenant vs wmh_typhlosion: 4/6 =  66.7% [30.0,90.3]  (2.2s, 0.37s/game)
  random_legal vs romanrozen_strong_start: 0/6 =   0.0% [ 0.0,39.0]  (0.6s, 0.09s/game)
  random_legal vs ryotasueyoshi_alakazam: 1/6 =  16.7% [ 3.0,56.4]  (0.9s, 0.15s/game)
  random_legal vs tb_abomasnow: 0/6 =   0.0% [ 0.0,39.0]  (0.4s, 0.07s/game)
  random_legal vs tb_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (0.8s, 0.14s/game)
  random_legal vs tb_archaludon: 0/6 =   0.0% [ 0.0,39.0]  (0.9s, 0.15s/game)
  random_legal vs tb_dragapult: 0/6 =   0.0% [ 0.0,39.0]  (1.0s, 0.17s/game)
  random_legal vs tb_heuristic: 3/6 =  50.0% [18.8,81.2]  (1.7s, 0.28s/game)
  random_legal vs tb_iono: 0/6 =   0.0% [ 0.0,39.0]  (1.5s, 0.24s/game)
  random_legal vs tb_lucario: 0/6 =   0.0% [ 0.0,39.0]  (1.4s, 0.23s/game)
  random_legal vs tb_rulecore: 0/6 =   0.0% [ 0.0,39.0]  (0.9s, 0.15s/game)
  random_legal vs tb_search: 1/6 =  16.7% [ 3.0,56.4]  (1.1s, 0.18s/game)
  random_legal vs tb_starmie: 1/6 =  16.7% [ 3.0,56.4]  (2.2s, 0.36s/game)
  random_legal vs wmh_alakazam: 0/6 =   0.0% [ 0.0,39.0]  (0.8s, 0.13s/game)
  random_legal vs wmh_bellibolt: 0/6 =   0.0% [ 0.0,39.0]  (0.9s, 0.15s/game)
  random_legal vs wmh_chandelure: 0/6 =   0.0% [ 0.0,39.0]  (2.6s, 0.43s/game)
  random_legal vs wmh_froslass: 0/6 =   0.0% [ 0.0,39.0]  (0.5s, 0.09s/game)
